frame_path,dive_type,position,difficulty,score
train\2020_olympics_dive_3\frame_92.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,67.2
train\2020_olympics_dive_3\frame_94.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,67.2
train\2020_olympics_dive_30\frame_0.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_10.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_12.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_14.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_16.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_18.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_2.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_20.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_22.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_24.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_26.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_28.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_30.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_32.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_34.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_36.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_38.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_4.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_40.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_42.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_44.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_46.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_48.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_50.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_52.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_54.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_56.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_58.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_6.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_60.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_62.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_64.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_66.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_30\frame_8.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,88.2
train\2020_olympics_dive_31\frame_0.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_10.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_12.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_14.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_16.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_18.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_2.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_20.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_22.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_24.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_26.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_28.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_30.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_32.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_34.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_36.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_38.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_4.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_40.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_42.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_44.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_46.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_48.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_50.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_52.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_54.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_56.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_58.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_6.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_60.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_62.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_64.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_66.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_68.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_70.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_72.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_31\frame_8.jpg,Back 3 1/2 Somersaults,Tuck,0.0,74.3
train\2020_olympics_dive_32\frame_0.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_10.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_12.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_14.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_16.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_18.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_2.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_20.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_22.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_24.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_26.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_28.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_30.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_32.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_34.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_36.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_38.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_4.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_40.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_42.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_44.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_46.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_48.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_50.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_52.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_54.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_56.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_58.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_6.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_60.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_62.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_64.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_66.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_68.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_70.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_72.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_74.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_76.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_78.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_8.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_80.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_82.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_84.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_86.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_88.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_90.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_92.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_94.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_32\frame_96.jpg,Armstand Back 2 Somersaults 2 1/2 Twists,Free,0.0,91.8
train\2020_olympics_dive_33\frame_0.jpg,Forward 3 1/2 Somersaults 1 twist,Pike,0.0,91.8
train\2020_olympics_dive_33\frame_10.jpg,Forward 3 1/2 Somersaults 1 twist,Pike,0.0,91.8
train\2020_olympics_dive_33\frame_12.jpg,Forward 3 1/2 Somersaults 1 twist,Pike,0.0,91.8
train\2020_olympics_dive_33\frame_14.jpg,Forward 3 1/2 Somersaults 1 twist,Pike,0.0,91.8
train\2020_olympics_dive_33\frame_16.jpg,Forward 3 1/2 Somersaults 1 twist,Pike,0.0,91.8
train\2020_olympics_dive_33\frame_18.jpg,Forward 3 1/2 Somersaults 1 twist,Pike,0.0,91.8
train\2020_olympics_dive_33\frame_2.jpg,Forward 3 1/2 Somersaults 1 twist,Pike,0.0,91.8
train\2020_olympics_dive_33\frame_20.jpg,Forward 3 1/2 Somersaults 1 twist,Pike,0.0,91.8
train\2020_olympics_dive_33\frame_22.jpg,Forward 3 1/2 Somersaults 1 twist,Pike,0.0,91.8
train\2020_olympics_dive_33\frame_24.jpg,Forward 3 1/2 Somersaults 1 twist,Pike,0.0,91.8
train\2020_olympics_dive_33\frame_26.jpg,Forward 3 1/2 Somersaults 1 twist,Pike,0.0,91.8
train\2020_olympics_dive_33\frame_28.jpg,Forward 3 1/2 Somersaults 1 twist,Pike,0.0,91.8
train\2020_olympics_dive_33\frame_30.jpg,Forward 3 1/2 Somersaults 1 twist,Pike,0.0,91.8
train\2020_olympics_dive_33\frame_32.jpg,Forward 3 1/2 Somersaults 1 twist,Pike,0.0,91.8
train\2020_olympics_dive_33\frame_34.jpg,Forward 3 1/2 Somersaults 1 twist,Pike,0.0,91.8
train\2020_olympics_dive_33\frame_36.jpg,Forward 3 1/2 Somersaults 1 twist,Pike,0.0,91.8
train\2020_olympics_dive_33\frame_38.jpg,Forward 3 1/2 Somersaults 1 twist,Pike,0.0,91.8
train\2020_olympics_dive_33\frame_4.jpg,Forward 3 1/2 Somersaults 1 twist,Pike,0.0,91.8
train\2020_olympics_dive_33\frame_40.jpg,Forward 3 1/2 Somersaults 1 twist,Pike,0.0,91.8
train\2020_olympics_dive_33\frame_42.jpg,Forward 3 1/2 Somersaults 1 twist,Pike,0.0,91.8
train\2020_olympics_dive_33\frame_44.jpg,Forward 3 1/2 Somersaults 1 twist,Pike,0.0,91.8
train\2020_olympics_dive_33\frame_46.jpg,Forward 3 1/2 Somersaults 1 twist,Pike,0.0,91.8
train\2020_olympics_dive_33\frame_6.jpg,Forward 3 1/2 Somersaults 1 twist,Pike,0.0,91.8
train\2020_olympics_dive_33\frame_8.jpg,Forward 3 1/2 Somersaults 1 twist,Pike,0.0,91.8
train\2020_olympics_dive_36\frame_0.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_10.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_12.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_14.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_16.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_18.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_2.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_20.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_22.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_24.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_26.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_28.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_30.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_32.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_34.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_36.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_38.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_4.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_40.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_42.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_44.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_46.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_48.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_50.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_52.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_54.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_56.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_58.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_6.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_60.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_62.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_64.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_66.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_68.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_70.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_72.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_74.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_76.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_78.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_8.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_80.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_82.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_84.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_86.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_88.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_36\frame_90.jpg,Back 3 1/2 Somersaults,Pike,0.0,97.2
train\2020_olympics_dive_37\frame_0.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_10.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_12.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_14.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_16.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_18.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_2.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_20.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_22.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_24.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_26.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_28.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_30.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_32.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_34.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_36.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_38.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_4.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_40.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_42.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_44.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_46.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_48.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_50.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_52.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_54.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_56.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_58.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_6.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_60.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_62.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_64.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_66.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_68.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_70.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_72.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_74.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_76.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_37\frame_8.jpg,Forward 4 1/2 Somersaults,Tuck,0.0,79.6
train\2020_olympics_dive_4\frame_0.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,68.8
train\2020_olympics_dive_4\frame_10.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,68.8
train\2020_olympics_dive_4\frame_12.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,68.8
train\2020_olympics_dive_4\frame_14.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,68.8
train\2020_olympics_dive_4\frame_16.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,68.8
train\2020_olympics_dive_4\frame_18.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,68.8
train\2020_olympics_dive_4\frame_2.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,68.8
train\2020_olympics_dive_4\frame_20.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,68.8
train\2020_olympics_dive_4\frame_22.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,68.8
train\2020_olympics_dive_4\frame_24.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,68.8
train\2020_olympics_dive_4\frame_26.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,68.8
train\2020_olympics_dive_4\frame_28.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,68.8
train\2020_olympics_dive_4\frame_30.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,68.8
train\2020_olympics_dive_4\frame_32.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,68.8
train\2020_olympics_dive_4\frame_34.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,68.8
train\2020_olympics_dive_4\frame_36.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,68.8
train\2020_olympics_dive_4\frame_38.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,68.8
train\2020_olympics_dive_4\frame_4.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,68.8
train\2020_olympics_dive_4\frame_40.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,68.8
train\2020_olympics_dive_4\frame_42.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,68.8
train\2020_olympics_dive_4\frame_44.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,68.8
train\2020_olympics_dive_4\frame_46.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,68.8
train\2020_olympics_dive_4\frame_48.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,68.8
train\2020_olympics_dive_4\frame_50.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,68.8
train\2020_olympics_dive_4\frame_52.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,68.8
train\2020_olympics_dive_4\frame_54.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,68.8
train\2020_olympics_dive_4\frame_56.jpg,Inward 3 1/2 Somersaults,Tuck,0.0,68.8
